unit,"Date Time, GMT-07:00","wl3 Abs Pres, kPa (LGR S/N: 20389410, SEN S/N: 20389410)","wl3 Temp, ÎçC (LGR S/N: 20389410, SEN S/N: 20389410)","wl2 Abs Pres, kPa (LGR S/N: 20389423, SEN S/N: 20389423)","wl2 Temp, å¡C (LGR S/N: 20389423, SEN S/N: 20389423)","wl1 Abs Pres, kPa (LGR S/N: 20389415, SEN S/N: 20389415)","wl2 Temp, ŒÁC (LGR S/N: 20389415, SEN S/N: 20389415)"
wl3,9/26/18 22:35,96.917,31.983,96.866,33.535,96.888,33.222
wl3,9/26/18 22:40,96.9,31.983,96.883,33.535,96.885,33.118
wl3,9/26/18 22:45,96.9,31.983,96.88,33.43,96.882,33.014
wl3,9/26/18 22:50,96.9,31.983,96.877,33.326,96.882,33.014
wl3,9/26/18 22:55,96.914,31.88,96.894,33.326,96.882,33.014
wl3,9/26/18 23:00,96.897,31.88,96.861,33.326,96.879,32.911
wl3,9/26/18 23:05,96.897,31.88,96.877,33.326,96.882,33.014
wl3,9/26/18 23:10,96.897,31.88,96.894,33.326,96.866,33.014
wl3,9/26/18 23:15,96.893,31.778,96.875,33.222,96.879,32.911
wl3,9/26/18 23:20,96.893,31.778,96.875,33.222,96.879,32.911
wl3,9/26/18 23:25,96.893,31.778,96.875,33.222,96.876,32.807
wl3,9/26/18 23:30,96.893,31.778,96.855,33.118,96.876,32.807
wl3,9/26/18 23:35,96.89,31.676,96.872,33.118,96.873,32.704
wl3,9/26/18 23:40,96.89,31.676,96.869,33.014,96.873,32.704
wl3,9/26/18 23:45,96.908,31.676,96.885,33.014,96.886,32.6
wl3,9/26/18 23:50,96.908,31.676,96.883,32.911,96.886,32.6
wl3,9/26/18 23:55,96.905,31.574,96.883,32.911,96.867,32.497
wl3,9/27/18 0:00,96.905,31.574,96.88,32.807,96.883,32.497
wl3,9/27/18 0:05,96.905,31.574,96.863,32.807,96.896,32.394
wl3,9/27/18 0:10,96.884,31.472,96.88,32.807,96.896,32.394
wl3,9/27/18 0:15,96.902,31.472,96.877,32.704,96.88,32.394
wl3,9/27/18 0:20,96.902,31.472,96.877,32.704,96.88,32.394
wl3,9/27/18 0:25,96.92,31.472,96.88,32.807,96.88,32.394
wl3,9/27/18 0:30,96.899,31.37,96.88,32.807,96.864,32.394
wl3,9/27/18 0:35,96.899,31.37,96.88,32.807,96.88,32.394
wl3,9/27/18 0:40,96.899,31.37,96.88,32.807,96.88,32.394
wl3,9/27/18 0:45,96.899,31.37,96.894,32.704,96.877,32.291
wl3,9/27/18 0:50,96.896,31.268,96.874,32.6,96.874,32.188
wl3,9/27/18 0:55,96.896,31.268,96.888,32.497,96.871,32.086
wl3,9/27/18 1:00,96.896,31.268,96.868,32.394,96.868,31.983
wl3,9/27/18 1:05,96.896,31.268,96.865,32.291,96.884,31.983
wl3,9/27/18 1:10,96.911,31.166,96.865,32.291,96.881,31.88
wl3,9/27/18 1:15,96.929,31.166,96.899,32.291,96.897,31.88
wl3,9/27/18 1:20,96.926,31.064,96.896,32.188,96.894,31.778
wl3,9/27/18 1:25,96.908,31.064,96.896,32.188,96.91,31.778
wl3,9/27/18 1:30,96.926,31.064,96.896,32.188,96.91,31.778
wl3,9/27/18 1:35,96.923,30.963,96.893,32.086,96.891,31.676
wl3,9/27/18 1:40,96.923,30.963,96.893,32.086,96.907,31.676
wl3,9/27/18 1:45,96.923,30.963,96.907,31.983,96.92,31.574
wl3,9/27/18 1:50,96.923,30.963,96.907,31.983,96.901,31.472
wl3,9/27/18 1:55,96.937,30.862,96.923,31.983,96.888,31.574
wl3,9/27/18 2:00,96.937,30.862,96.907,31.983,96.901,31.472
wl3,9/27/18 2:05,96.937,30.862,96.907,31.983,96.901,31.472
wl3,9/27/18 2:10,96.937,30.862,96.904,31.88,96.898,31.37
wl3,9/27/18 2:15,96.934,30.76,96.901,31.778,96.911,31.268
wl3,9/27/18 2:20,96.917,30.76,96.918,31.778,96.911,31.268
wl3,9/27/18 2:25,96.934,30.76,96.915,31.676,96.911,31.268
wl3,9/27/18 2:30,96.917,30.76,96.915,31.676,96.908,31.166
wl3,9/27/18 2:35,96.914,30.659,96.895,31.574,96.905,31.064
wl3,9/27/18 2:40,96.932,30.659,96.912,31.574,96.905,31.064
wl3,9/27/18 2:45,96.932,30.659,96.892,31.472,96.89,31.064
wl3,9/27/18 2:50,96.932,30.659,96.909,31.472,96.903,30.963
wl3,9/27/18 2:55,96.932,30.659,96.909,31.472,96.903,30.963
wl3,9/27/18 3:00,96.911,30.558,96.906,31.37,96.9,30.862
wl3,9/27/18 3:05,96.929,30.558,96.906,31.37,96.9,30.862
wl3,9/27/18 3:10,96.929,30.558,96.92,31.268,96.913,30.76
wl3,9/27/18 3:15,96.929,30.558,96.903,31.268,96.897,30.76
wl3,9/27/18 3:20,96.908,30.457,96.903,31.268,96.913,30.76
wl3,9/27/18 3:25,96.926,30.457,96.886,31.268,96.913,30.76
wl3,9/27/18 3:30,96.926,30.457,96.903,31.268,96.913,30.76
wl3,9/27/18 3:35,96.923,30.356,96.903,31.268,96.897,30.76
wl3,9/27/18 3:40,96.923,30.356,96.906,31.37,96.913,30.76
wl3,9/27/18 3:45,96.937,30.255,96.912,31.574,96.916,30.862
wl3,9/27/18 3:50,96.937,30.255,96.918,31.778,96.918,30.963
wl3,9/27/18 3:55,96.955,30.255,96.937,31.88,96.937,31.064
wl3,9/27/18 4:00,96.952,30.154,96.937,31.88,96.937,31.064
wl3,9/27/18 4:05,96.97,30.154,96.937,31.88,96.937,31.064
wl3,9/27/18 4:10,96.949,30.054,96.934,31.778,96.934,30.963
wl3,9/27/18 4:15,96.967,30.054,96.931,31.676,96.934,30.963
wl3,9/27/18 4:20,96.967,30.054,96.942,31.472,96.947,30.862
wl3,9/27/18 4:25,96.964,29.953,96.956,31.37,96.942,30.659
wl3,9/27/18 4:30,96.964,29.953,96.937,31.268,96.939,30.558
wl3,9/27/18 4:35,96.964,29.953,96.95,31.166,96.936,30.457
wl3,9/27/18 4:40,96.964,29.953,96.947,31.064,96.933,30.356
wl3,9/27/18 4:45,96.964,29.953,96.961,30.963,96.949,30.356
wl3,9/27/18 4:50,96.946,29.953,96.945,30.963,96.946,30.255
wl3,9/27/18 4:55,96.946,29.953,96.942,30.862,96.93,30.255
wl3,9/27/18 5:00,96.946,29.953,96.939,30.76,96.943,30.154
wl3,9/27/18 5:05,96.964,29.953,96.939,30.76,96.94,30.054
wl3,9/27/18 5:10,96.982,29.953,96.952,30.659,96.956,30.054
wl3,9/27/18 5:15,96.964,29.953,96.952,30.659,96.972,30.054
wl3,9/27/18 5:20,96.982,29.953,96.966,30.558,96.953,29.953
wl3,9/27/18 5:25,96.997,29.853,96.95,30.558,96.969,29.953
wl3,9/27/18 5:30,96.976,29.752,96.966,30.558,96.969,29.953
wl3,9/27/18 5:35,96.994,29.752,96.966,30.558,96.966,29.853
wl3,9/27/18 5:40,96.991,29.652,96.98,30.457,96.982,29.853
wl3,9/27/18 5:45,96.991,29.652,96.963,30.457,96.982,29.853
wl3,9/27/18 5:50,97.008,29.652,96.98,30.457,96.998,29.853
wl3,9/27/18 5:55,97.008,29.652,96.98,30.457,96.995,29.752
wl3,9/27/18 6:00,97.006,29.552,96.994,30.356,96.979,29.752
wl3,9/27/18 6:05,97.006,29.552,97.008,30.255,96.992,29.652
wl3,9/27/18 6:10,97.006,29.552,96.991,30.255,96.992,29.652
wl3,9/27/18 6:15,97.023,29.552,96.988,30.154,97.005,29.552
wl3,9/27/18 6:20,97.006,29.552,96.988,30.154,96.99,29.552
wl3,9/27/18 6:25,97.023,29.552,97.002,30.054,97.005,29.552
wl3,9/27/18 6:30,97.02,29.452,97.002,30.054,96.987,29.452
wl3,9/27/18 6:35,97.02,29.452,97.016,29.953,97,29.352
wl3,9/27/18 6:40,97.02,29.452,97.016,29.953,97.016,29.352
wl3,9/27/18 6:45,97.038,29.452,97.013,29.853,96.997,29.252
wl3,9/27/18 6:50,97.038,29.452,97.03,29.853,97.029,29.252
wl3,9/27/18 6:55,97.038,29.452,97.03,29.853,97.029,29.252
wl3,9/27/18 7:00,97.038,29.452,97.044,29.752,97.026,29.152
wl3,9/27/18 7:05,97.056,29.452,97.044,29.752,97.026,29.152
wl3,9/27/18 7:10,97.056,29.452,97.041,29.652,97.055,29.053
wl3,9/27/18 7:15,97.056,29.452,97.041,29.652,97.055,29.053
wl3,9/27/18 7:20,97.074,29.452,97.057,29.652,97.055,29.053
wl3,9/27/18 7:25,97.074,29.452,97.071,29.552,97.068,28.953
wl3,9/27/18 7:30,97.074,29.452,97.071,29.552,97.068,28.953
wl3,9/27/18 7:35,97.091,29.452,97.071,29.552,97.068,28.953
wl3,9/27/18 7:40,97.091,29.452,97.091,29.652,97.068,28.953
wl3,9/27/18 7:45,97.088,29.352,97.074,29.652,97.087,29.053
wl3,9/27/18 7:50,97.088,29.352,97.074,29.652,97.087,29.053
wl3,9/27/18 7:55,97.088,29.352,97.074,29.652,97.087,29.053
wl3,9/27/18 8:00,97.106,29.352,97.074,29.652,97.087,29.053
wl3,9/27/18 8:05,97.124,29.352,97.091,29.652,97.102,29.053
wl3,9/27/18 8:10,97.106,29.352,97.108,29.652,97.102,29.053
wl3,9/27/18 8:15,97.106,29.352,97.091,29.652,97.105,29.152
wl3,9/27/18 8:20,97.127,29.452,97.111,29.752,97.105,29.152
wl3,9/27/18 8:25,97.127,29.452,97.111,29.752,97.105,29.152
wl3,9/27/18 8:30,97.127,29.452,97.111,29.752,97.108,29.252
wl3,9/27/18 8:35,97.127,29.452,97.094,29.752,97.108,29.252
wl3,9/27/18 8:40,97.112,29.552,97.097,29.853,97.108,29.252
wl3,9/27/18 8:45,97.13,29.552,97.114,29.853,97.092,29.252
wl3,9/27/18 8:50,97.133,29.652,97.097,29.853,97.127,29.352
wl3,9/27/18 8:55,97.115,29.652,97.117,29.953,97.111,29.352
wl3,9/27/18 9:00,97.133,29.652,97.1,29.953,97.114,29.452
wl3,9/27/18 9:05,97.133,29.652,97.103,30.054,97.117,29.552
wl3,9/27/18 9:10,97.136,29.752,97.123,30.154,97.104,29.652
wl3,9/27/18 9:15,97.136,29.752,97.126,30.255,97.122,29.752
wl3,9/27/18 9:20,97.156,29.853,97.128,30.356,97.141,29.853
wl3,9/27/18 9:25,97.139,29.853,97.131,30.457,97.128,29.953
wl3,9/27/18 9:30,97.159,29.953,97.118,30.558,97.131,30.054
wl3,9/27/18 9:35,97.142,29.953,97.137,30.659,97.134,30.154
wl3,9/27/18 9:40,97.144,30.054,97.123,30.76,97.124,30.356
wl3,9/27/18 9:45,97.147,30.154,97.11,30.862,97.126,30.457
wl3,9/27/18 9:50,97.147,30.154,97.129,30.963,97.113,30.558
wl3,9/27/18 9:55,97.133,30.255,97.099,31.064,97.132,30.659
wl3,9/27/18 10:00,97.136,30.356,97.102,31.166,97.103,30.76
wl3,9/27/18 10:05,97.121,30.457,97.105,31.268,97.106,30.862
wl3,9/27/18 10:10,97.127,30.659,97.107,31.37,97.109,30.963
wl3,9/27/18 10:15,97.118,30.963,97.11,31.472,97.112,31.064
wl3,9/27/18 10:20,97.127,31.268,97.094,31.472,97.083,31.166
wl3,9/27/18 10:25,97.121,31.676,97.097,31.574,97.083,31.166
wl3,9/27/18 10:30,97.11,31.88,97.099,31.676,97.086,31.268
wl3,9/27/18 10:35,97.104,32.291,97.083,31.676,97.07,31.268
wl3,9/27/18 10:40,97.102,32.807,97.086,31.778,97.089,31.37
wl3,9/27/18 10:45,97.111,33.118,97.069,31.778,97.076,31.472
wl3,9/27/18 10:50,97.099,33.326,97.072,31.88,97.076,31.472
wl3,9/27/18 10:55,97.085,33.43,97.075,31.983,97.063,31.574
wl3,9/27/18 11:00,97.088,33.535,97.058,31.983,97.066,31.676
wl3,9/27/18 11:05,97.091,33.639,97.064,32.188,97.053,31.778
wl3,9/27/18 11:10,97.094,33.743,97.05,32.291,97.053,31.778
wl3,9/27/18 11:15,97.062,33.848,97.053,32.394,97.056,31.88
wl3,9/27/18 11:20,97.065,33.953,97.039,32.497,97.011,31.983
wl3,9/27/18 11:25,97.047,33.953,97.022,32.497,97.027,31.983
wl3,9/27/18 11:30,97.068,34.058,97.042,32.6,97.03,32.086
wl3,9/27/18 11:35,97.05,34.058,97.011,32.704,97.033,32.188
wl3,9/27/18 11:40,97.05,34.058,97.014,32.807,97.017,32.188
wl3,9/27/18 11:45,97.036,34.163,97.017,32.911,97.004,32.291
wl3,9/27/18 11:50,97.036,34.163,97.003,33.014,96.994,32.497
wl3,9/27/18 11:55,97.018,34.163,97.006,33.118,96.997,32.6
wl3,9/27/18 12:00,97.021,34.268,96.978,33.326,97,32.704
wl3,9/27/18 12:05,97.021,34.268,96.981,33.43,96.987,32.807
wl3,9/27/18 12:10,97.006,34.374,96.967,33.535,96.977,33.014
wl3,9/27/18 12:15,96.992,34.479,96.94,33.743,96.967,33.222
wl3,9/27/18 12:20,96.977,34.585,96.962,33.953,96.961,33.535
wl3,9/27/18 12:25,96.977,34.585,96.951,34.163,96.935,33.743
wl3,9/27/18 12:30,96.98,34.691,96.94,34.374,96.938,33.848
wl3,9/27/18 12:35,96.945,34.691,96.926,34.479,96.944,34.058
wl3,9/27/18 12:40,96.93,34.796,96.918,34.796,96.921,34.374
wl3,9/27/18 12:45,96.933,34.903,96.924,35.009,96.934,34.796
wl3,9/27/18 12:50,96.933,34.903,96.919,35.435,96.93,35.222
wl3,9/27/18 12:55,96.919,35.009,96.88,35.864,96.911,35.649
wl3,9/27/18 13:00,96.901,35.009,96.878,36.403,96.895,36.187
wl3,9/27/18 13:05,96.886,35.115,96.876,36.946,96.895,36.728
wl3,9/27/18 13:10,96.89,35.222,96.877,37.604,96.895,37.274
wl3,9/27/18 13:15,96.872,35.222,96.875,38.157,96.895,37.824
wl3,9/27/18 13:20,96.836,35.222,96.873,38.714,96.883,38.49
wl3,9/27/18 13:25,96.836,35.222,96.862,38.938,96.884,39.05
wl3,9/27/18 13:30,96.822,35.328,96.808,38.826,96.869,39.615
wl3,9/27/18 13:35,96.822,35.328,96.802,38.602,96.85,40.071
wl3,9/27/18 13:40,96.822,35.328,96.799,38.49,96.848,40.53
wl3,9/27/18 13:45,96.807,35.435,96.772,38.714,96.839,40.761
wl3,9/27/18 13:50,96.789,35.435,96.775,38.826,96.811,40.876
wl3,9/27/18 13:55,96.81,35.542,96.755,38.714,96.82,40.645
wl3,9/27/18 14:00,96.796,35.649,96.752,38.602,96.794,40.3
wl3,9/27/18 14:05,96.796,35.649,96.758,38.826,96.796,39.843
wl3,9/27/18 14:10,96.76,35.649,96.727,38.938,96.782,39.389
wl3,9/27/18 14:15,96.778,35.649,96.724,38.826,96.772,39.05
wl3,9/27/18 14:20,96.76,35.649,96.718,38.602,96.762,38.714
wl3,9/27/18 14:25,96.746,35.756,96.698,38.49,96.74,38.49
wl3,9/27/18 14:30,96.746,35.756,96.695,38.379,96.733,38.268
wl3,9/27/18 14:35,96.728,35.756,96.695,38.379,96.711,38.046
wl3,9/27/18 14:40,96.731,35.864,96.693,38.268,96.711,38.046
wl3,9/27/18 14:45,96.717,35.971,96.69,38.157,96.707,37.935
wl3,9/27/18 14:50,96.702,36.079,96.673,38.157,96.723,37.935
wl3,9/27/18 14:55,96.702,36.079,96.668,38.602,96.688,37.824
wl3,9/27/18 15:00,96.702,36.079,96.666,39.163,96.685,37.714
wl3,9/27/18 15:05,96.702,36.079,96.663,39.729,96.685,37.714
wl3,9/27/18 15:10,96.688,36.187,96.652,39.957,96.685,37.714
wl3,9/27/18 15:15,96.705,36.187,96.647,40.415,96.672,37.824
wl3,9/27/18 15:20,96.705,36.187,96.639,40.761,96.666,38.157
wl3,9/27/18 15:25,96.688,36.187,96.628,40.992,96.676,38.49
wl3,9/27/18 15:30,96.688,36.187,96.618,41.225,96.683,38.714
wl3,9/27/18 15:35,96.67,36.187,96.604,41.341,96.657,38.938
wl3,9/27/18 15:40,96.688,36.187,96.607,41.458,96.671,39.389
wl3,9/27/18 15:45,96.67,36.187,96.593,41.575,96.662,39.615
wl3,9/27/18 15:50,96.667,36.079,96.607,41.458,96.649,39.729
wl3,9/27/18 15:55,96.649,36.079,96.584,41.225,96.653,39.843
wl3,9/27/18 16:00,96.631,36.079,96.578,40.992,96.637,39.843
wl3,9/27/18 16:05,96.631,36.079,96.555,40.761,96.637,39.843
wl3,9/27/18 16:10,96.646,35.971,96.58,40.415,96.637,39.843
wl3,9/27/18 16:15,96.628,35.971,96.574,40.185,96.633,39.729
wl3,9/27/18 16:20,96.628,35.971,96.588,40.071,96.63,39.615
wl3,9/27/18 16:25,96.642,35.864,96.582,39.843,96.626,39.502
wl3,9/27/18 16:30,96.642,35.864,96.576,39.615,96.623,39.389
wl3,9/27/18 16:35,96.639,35.756,96.573,39.502,96.62,39.276
wl3,9/27/18 16:40,96.639,35.756,96.587,39.389,96.616,39.163
wl3,9/27/18 16:45,96.618,35.649,96.567,39.276,96.613,39.05
wl3,9/27/18 16:50,96.618,35.649,96.581,39.163,96.61,38.938
wl3,9/27/18 16:55,96.633,35.542,96.578,39.05,96.606,38.826
wl3,9/27/18 17:00,96.612,35.435,96.589,38.826,96.619,38.714
wl3,9/27/18 17:05,96.612,35.435,96.586,38.714,96.616,38.602
wl3,9/27/18 17:10,96.608,35.328,96.567,38.602,96.612,38.49
wl3,9/27/18 17:15,96.626,35.328,96.581,38.49,96.609,38.379
wl3,9/27/18 17:20,96.605,35.222,96.561,38.379,96.606,38.268
wl3,9/27/18 17:25,96.587,35.222,96.592,38.268,96.602,38.157
wl3,9/27/18 17:30,96.623,35.222,96.572,38.157,96.599,38.046
wl3,9/27/18 17:35,96.605,35.222,96.569,38.046,96.612,37.935
wl3,9/27/18 17:40,96.62,35.115,96.566,37.935,96.609,37.824
wl3,9/27/18 17:45,96.62,35.115,96.563,37.824,96.593,37.824
wl3,9/27/18 17:50,96.617,35.009,96.563,37.824,96.589,37.714
wl3,9/27/18 17:55,96.596,34.903,96.56,37.714,96.589,37.714
wl3,9/27/18 18:00,96.61,34.796,96.56,37.714,96.586,37.604
wl3,9/27/18 18:05,96.61,34.796,96.574,37.604,96.583,37.494
wl3,9/27/18 18:10,96.625,34.691,96.571,37.494,96.599,37.494
wl3,9/27/18 18:15,96.622,34.585,96.571,37.494,96.596,37.384
wl3,9/27/18 18:20,96.604,34.585,96.568,37.384,96.596,37.384
wl3,9/27/18 18:25,96.619,34.479,96.565,37.274,96.592,37.274
wl3,9/27/18 18:30,96.598,34.374,96.562,37.165,96.589,37.165
wl3,9/27/18 18:35,96.615,34.374,96.576,37.055,96.599,36.946
wl3,9/27/18 18:40,96.612,34.268,96.573,36.946,96.596,36.837
wl3,9/27/18 18:45,96.609,34.163,96.567,36.728,96.592,36.728
wl3,9/27/18 18:50,96.609,34.163,96.581,36.62,96.586,36.511
wl3,9/27/18 18:55,96.606,34.058,96.562,36.511,96.599,36.403
wl3,9/27/18 19:00,96.603,33.953,96.575,36.403,96.596,36.295
wl3,9/27/18 19:05,96.621,33.953,96.589,36.295,96.592,36.187
wl3,9/27/18 19:10,96.618,33.848,96.586,36.187,96.586,35.971
wl3,9/27/18 19:15,96.635,33.848,96.6,36.079,96.615,35.864
wl3,9/27/18 19:20,96.614,33.743,96.581,35.971,96.612,35.756
wl3,9/27/18 19:25,96.632,33.743,96.611,35.864,96.609,35.649
wl3,9/27/18 19:30,96.647,33.639,96.608,35.756,96.609,35.649
wl3,9/27/18 19:35,96.647,33.639,96.605,35.649,96.621,35.542
wl3,9/27/18 19:40,96.629,33.639,96.586,35.542,96.618,35.435
wl3,9/27/18 19:45,96.644,33.535,96.616,35.435,96.647,35.328
wl3,9/27/18 19:50,96.644,33.535,96.616,35.435,96.644,35.222
wl3,9/27/18 19:55,96.658,33.43,96.63,35.328,96.641,35.115
wl3,9/27/18 20:00,96.637,33.326,96.644,35.222,96.657,35.115
wl3,9/27/18 20:05,96.655,33.326,96.641,35.115,96.653,35.009
wl3,9/27/18 20:10,96.67,33.222,96.641,35.115,96.666,34.903
wl3,9/27/18 20:15,96.652,33.222,96.655,35.009,96.647,34.796
wl3,9/27/18 20:20,96.667,33.118,96.638,35.009,96.663,34.796
wl3,9/27/18 20:25,96.667,33.118,96.652,34.903,96.644,34.691
wl3,9/27/18 20:30,96.667,33.118,96.649,34.796,96.657,34.585
wl3,9/27/18 20:35,96.664,33.014,96.649,34.796,96.657,34.585
wl3,9/27/18 20:40,96.682,33.014,96.646,34.691,96.654,34.479
wl3,9/27/18 20:45,96.664,33.014,96.646,34.691,96.683,34.374
wl3,9/27/18 20:50,96.661,32.911,96.644,34.585,96.667,34.374
wl3,9/27/18 20:55,96.661,32.911,96.641,34.479,96.648,34.268
wl3,9/27/18 21:00,96.661,32.911,96.638,34.374,96.648,34.268
wl3,9/27/18 21:05,96.658,32.807,96.638,34.374,96.645,34.163
wl3,9/27/18 21:10,96.658,32.807,96.654,34.374,96.661,34.163
wl3,9/27/18 21:15,96.672,32.704,96.652,34.268,96.642,34.058
wl3,9/27/18 21:20,96.655,32.704,96.635,34.268,96.639,33.953
wl3,9/27/18 21:25,96.655,32.704,96.632,34.163,96.655,33.953
wl3,9/27/18 21:30,96.651,32.6,96.649,34.163,96.652,33.848
wl3,9/27/18 21:35,96.651,32.6,96.629,34.058,96.652,33.848
wl3,9/27/18 21:40,96.669,32.6,96.646,34.058,96.665,33.743
wl3,9/27/18 21:45,96.669,32.6,96.626,33.953,96.646,33.639
wl3,9/27/18 21:50,96.687,32.6,96.643,33.953,96.662,33.639
wl3,9/27/18 21:55,96.666,32.497,96.64,33.848,96.659,33.535
wl3,9/27/18 22:00,96.666,32.497,96.64,33.848,96.643,33.535
wl3,9/27/18 22:05,96.666,32.497,96.637,33.743,96.656,33.43
wl3,9/27/18 22:10,96.666,32.497,96.634,33.639,96.652,33.326
wl3,9/27/18 22:15,96.663,32.394,96.651,33.639,96.652,33.326
wl3,9/27/18 22:20,96.663,32.394,96.648,33.535,96.665,33.222
wl3,9/27/18 22:25,96.681,32.394,96.645,33.43,96.662,33.118
wl3,9/27/18 22:30,96.663,32.394,96.659,33.326,96.662,33.118
wl3,9/27/18 22:35,96.681,32.394,96.659,33.326,96.659,33.014
wl3,9/27/18 22:40,96.681,32.394,96.659,33.326,96.659,33.014
wl3,9/27/18 22:45,96.678,32.291,96.659,33.326,96.659,33.014
wl3,9/27/18 22:50,96.696,32.291,96.642,33.326,96.675,33.014
wl3,9/27/18 22:55,96.696,32.291,96.656,33.222,96.688,32.911
wl3,9/27/18 23:00,96.693,32.188,96.656,33.222,96.672,32.911
wl3,9/27/18 23:05,96.693,32.188,96.653,33.118,96.672,32.911
wl3,9/27/18 23:10,96.675,32.188,96.67,33.118,96.669,32.807
wl3,9/27/18 23:15,96.69,32.086,96.67,33.118,96.669,32.807
wl3,9/27/18 23:20,96.69,32.086,96.684,33.014,96.682,32.704
wl3,9/27/18 23:25,96.69,32.086,96.684,33.014,96.682,32.704
wl3,9/27/18 23:30,96.707,32.086,96.681,32.911,96.679,32.6
wl3,9/27/18 23:35,96.704,31.983,96.684,33.014,96.679,32.6
wl3,9/27/18 23:40,96.669,31.983,96.684,33.014,96.679,32.6
wl3,9/27/18 23:45,96.704,31.983,96.664,32.911,96.695,32.6
wl3,9/27/18 23:50,96.701,31.88,96.681,32.911,96.692,32.497
wl3,9/27/18 23:55,96.701,31.88,96.678,32.807,96.673,32.394
wl3,9/28/18 0:00,96.719,31.88,96.692,32.704,96.689,32.394
wl3,9/28/18 0:05,96.716,31.778,96.692,32.704,96.702,32.291
wl3,9/28/18 0:10,96.716,31.778,96.675,32.704,96.702,32.291
wl3,9/28/18 0:15,96.716,31.778,96.695,32.807,96.705,32.394
wl3,9/28/18 0:20,96.716,31.778,96.692,32.704,96.702,32.291
wl3,9/28/18 0:25,96.713,31.676,96.692,32.704,96.702,32.291
wl3,9/28/18 0:30,96.713,31.676,96.689,32.6,96.715,32.188
wl3,9/28/18 0:35,96.713,31.676,96.686,32.497,96.712,32.086
wl3,9/28/18 0:40,96.713,31.676,96.686,32.497,96.712,32.086
wl3,9/28/18 0:45,96.731,31.676,96.7,32.394,96.709,31.983
wl3,9/28/18 0:50,96.728,31.574,96.717,32.394,96.725,31.983
wl3,9/28/18 0:55,96.745,31.574,96.697,32.291,96.706,31.88
wl3,9/28/18 1:00,96.728,31.574,96.714,32.291,96.722,31.88
wl3,9/28/18 1:05,96.725,31.472,96.714,32.291,96.719,31.778
wl3,9/28/18 1:10,96.742,31.472,96.711,32.188,96.719,31.778
wl3,9/28/18 1:15,96.757,31.37,96.728,32.188,96.732,31.676
wl3,9/28/18 1:20,96.739,31.37,96.725,32.086,96.732,31.676
wl3,9/28/18 1:25,96.736,31.268,96.725,32.086,96.713,31.574
wl3,9/28/18 1:30,96.736,31.268,96.722,31.983,96.729,31.574
wl3,9/28/18 1:35,96.754,31.268,96.719,31.88,96.726,31.472
wl3,9/28/18 1:40,96.754,31.268,96.716,31.778,96.724,31.37
wl3,9/28/18 1:45,96.754,31.268,96.733,31.778,96.739,31.37
wl3,9/28/18 1:50,96.736,31.268,96.73,31.676,96.721,31.268
wl3,9/28/18 1:55,96.733,31.166,96.73,31.676,96.737,31.268
wl3,9/28/18 2:00,96.751,31.166,96.747,31.676,96.737,31.268
wl3,9/28/18 2:05,96.748,31.064,96.75,31.778,96.737,31.268
wl3,9/28/18 2:10,96.73,31.064,96.739,31.983,96.742,31.472
wl3,9/28/18 2:15,96.727,30.963,96.728,32.188,96.748,31.676
wl3,9/28/18 2:20,96.745,30.963,96.733,32.394,96.738,31.88
wl3,9/28/18 2:25,96.745,30.963,96.736,32.497,96.738,31.88
wl3,9/28/18 2:30,96.76,30.862,96.723,32.6,96.757,31.983
wl3,9/28/18 2:35,96.742,30.862,96.725,32.704,96.741,31.983
wl3,9/28/18 2:40,96.76,30.862,96.728,32.807,96.728,32.086
wl3,9/28/18 2:45,96.76,30.862,96.745,32.807,96.76,32.086
wl3,9/28/18 2:50,96.757,30.76,96.742,32.704,96.744,32.086
wl3,9/28/18 2:55,96.757,30.76,96.753,32.497,96.757,31.983
wl3,9/28/18 3:00,96.757,30.76,96.75,32.394,96.77,31.88
wl3,9/28/18 3:05,96.757,30.76,96.747,32.291,96.748,31.676
wl3,9/28/18 3:10,96.757,30.76,96.758,32.086,96.761,31.574
wl3,9/28/18 3:15,96.757,30.76,96.752,31.88,96.771,31.37
wl3,9/28/18 3:20,96.772,30.659,96.75,31.778,96.752,31.268
wl3,9/28/18 3:25,96.772,30.659,96.769,31.88,96.768,31.268
wl3,9/28/18 3:30,96.769,30.558,96.752,31.88,96.771,31.37
wl3,9/28/18 3:35,96.787,30.558,96.769,31.88,96.768,31.268
wl3,9/28/18 3:40,96.751,30.558,96.766,31.778,96.781,31.166
wl3,9/28/18 3:45,96.784,30.457,96.76,31.574,96.763,31.064
wl3,9/28/18 3:50,96.784,30.457,96.758,31.472,96.776,30.963
wl3,9/28/18 3:55,96.801,30.457,96.785,31.268,96.788,30.862
wl3,9/28/18 4:00,96.801,30.457,96.785,31.268,96.783,30.659
wl3,9/28/18 4:05,96.801,30.457,96.782,31.166,96.799,30.659
wl3,9/28/18 4:10,96.798,30.356,96.779,31.064,96.78,30.558
wl3,9/28/18 4:15,96.798,30.356,96.777,30.963,96.793,30.457
wl3,9/28/18 4:20,96.798,30.356,96.774,30.862,96.806,30.356
wl3,9/28/18 4:25,96.813,30.255,96.771,30.76,96.787,30.255
wl3,9/28/18 4:30,96.813,30.255,96.785,30.659,96.787,30.255
wl3,9/28/18 4:35,96.795,30.255,96.785,30.659,96.8,30.154
